profile,seed,oracle,selected,correct,regret,inference_ms,score_fcfs,score_sjf,score_round_robin,score_priority,score_priority_rr,max_wait_fcfs,max_wait_sjf,max_wait_round_robin,max_wait_priority,max_wait_priority_rr,switch_time_fcfs,switch_time_sjf,switch_time_round_robin,switch_time_priority,switch_time_priority_rr
mixed,20264000104,SJF,Round Robin,0,0.04333187763844698,0.060874999689986,0.2957514504959761,0.08515815085158152,0.1284900284900285,0.4164965003531754,0.7633819951338199,127,132,132,138,274,0,0,0,0,145
mixed,20264000105,Round Robin,Round Robin,1,0.0,0.06079199965824955,0.3586709050023034,0.17317073170731706,0.12978072412034675,0.3346506884242733,0.7715447154471544,172,171,165,171,354,0,0,0,0,183
mixed,20264000106,Round Robin,Round Robin,1,0.0,0.06100000018705032,0.3622581444906291,0.24439132181979814,0.11096605744125324,0.42288527791108255,0.7911676646706587,144,130,129,149,312,0,0,0,0,163
mixed,20264000107,Round Robin,SJF,0,0.10138167519292984,0.12941700015289825,0.44290006216021105,0.23842195540308747,0.13704028021015763,0.3680819739492615,0.7615780445969125,235,207,202,240,424,0,0,0,0,224
mixed,20264000108,Round Robin,Round Robin,1,0.0,0.0690840001880133,0.2609420227045585,0.16393805309734513,0.1412045538009548,0.37125090431566304,0.7570796460176992,219,207,191,228,431,0,0,0,0,224
mixed,20264000109,Round Robin,Round Robin,1,0.0,0.06541700031448272,0.30678081678702834,0.14516129032258063,0.139597556593604,0.3988906642059538,0.756974716652136,215,208,212,229,460,0,0,0,0,236
mixed,20264000110,SJF,Round Robin,0,0.016035961945358196,0.06308299998636357,0.34344380664476937,0.09882005899705017,0.11485602094240836,0.39751740223565957,0.7658554572271387,131,118,124,157,261,0,0,0,0,141
mixed,20264000111,Round Robin,Round Robin,1,0.0,0.06154199991215137,0.3955448197458439,0.2303719008264463,0.14256731833271857,0.30711442426546953,0.7613636363636364,202,209,204,211,431,0,0,0,0,229
mixed,20264000112,Round Robin,Round Robin,1,0.0,0.060666000081255333,0.3622621727535642,0.17105263157894737,0.14033499320959714,0.3486871887732005,0.759046052631579,197,194,176,211,389,0,0,0,0,204
mixed,20264000113,Round Robin,Round Robin,1,0.0,0.06008299988025101,0.38341913329406707,0.20127504553734063,0.1309963099630996,0.3637158906140279,0.7741347905282332,152,151,151,166,316,0,0,0,0,166
mixed,20264000114,Round Robin,Round Robin,1,0.0,0.11266699993939255,0.36291441356918513,0.13019693654266962,0.10920148069804339,0.4721373623940359,0.762582056892779,179,177,164,199,375,0,0,0,0,196
mixed,20264000115,Round Robin,Round Robin,1,0.0,0.06775000019842992,0.354161637562856,0.177122400098264,0.138933248163526,0.3838571198475734,0.7573660714285715,237,235,228,252,497,0,0,0,0,258
mixed,20264000116,Round Robin,Round Robin,1,0.0,0.06245899976420333,0.3327965471726263,0.14367958981907117,0.13887897179578723,0.38405726991562655,0.7583619210977701,222,233,224,235,467,0,0,0,0,238
mixed,20264000117,Round Robin,Round Robin,1,0.0,0.06075000010241638,0.287681849808089,0.16094420600858367,0.14038876889848811,0.37560768269526623,0.7564377682403434,149,139,139,154,299,0,0,0,0,158
mixed,20264000118,SJF,Round Robin,0,0.0004835025739661769,0.060584000038943486,0.32764623604219856,0.12926136363636365,0.12974486621032982,0.3804826379794535,0.7613636363636364,116,126,126,140,284,0,0,0,0,149
mixed,20264000119,SJF,SJF,1,0.0,0.06037499997546547,0.3219647251845775,0.0907541494028265,0.12146739130434783,0.43156713878488184,0.7622641509433963,170,143,140,180,320,0,0,0,0,179
mixed,20264000120,Round Robin,Round Robin,1,0.0,0.07370799994532717,0.3059269326433576,0.17015926236378878,0.12591389114541024,0.3622384942483778,0.7533528918692372,225,205,205,228,432,0,0,0,0,222
mixed,20264000121,SJF,Round Robin,0,0.005242833871508951,0.0597920002292085,0.3099595522147013,0.12831389183457054,0.1335567257060795,0.3749571281058051,0.7600742311770944,156,163,162,169,337,0,0,0,0,174
mixed,20264000122,Round Robin,Round Robin,1,0.0,0.09983299969462678,0.3457713087094135,0.1675306063849871,0.14128768523249874,0.4100546306787559,0.7681940700808625,155,154,153,172,315,0,0,0,0,161
